wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	F	L	C
47.3	66.3	1.03	0.004	17	4	114.5	114.0	354.0	7.0	TL	T2RL4	t:1:12-t:12:2-l:36.950:1-l:36.950:1
20.2	43.2	1.06	0.004	28	4	196.8	196.0	612.0	10.6	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:2-l:36.950:1
21.1	44.1	1.06	0.004	25	4	175.9	175.0	543.0	10.2	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:2-l:36.950:1
22.7	44.7	1.06	0.004	22	4	155.0	154.0	474.0	9.6	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:2-l:36.950:1
27.6	48.6	1.06	0.004	19	4	134.0	133.0	405.0	8.6	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:2-l:36.950:1
32.6	52.6	1.06	0.004	18	4	127.0	126.0	382.0	8.0	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:2-l:36.950:1
15.3	39.3	1.09	0.005	29	4	208.8	208.0	640.0	11.2	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:3-l:36.950:1
16.1	40.1	1.09	0.005	26	4	187.9	187.0	571.0	10.8	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:3-l:36.950:1
17.8	40.8	1.09	0.005	23	4	167.0	166.0	502.0	10.2	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:3-l:36.950:1
22.7	44.7	1.08	0.005	20	4	146.0	145.0	433.0	9.2	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:3-l:36.950:1
27.6	48.6	1.08	0.005	19	4	139.0	138.0	410.0	8.6	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:3-l:36.950:1
12.9	36.9	1.12	0.005	30	4	220.5	220.0	668.0	11.6	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:4-l:36.950:1
13.7	37.7	1.12	0.005	27	4	199.6	199.0	599.0	11.2	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:4-l:36.950:1
15.3	38.3	1.11	0.005	24	4	178.7	178.0	530.0	10.6	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:4-l:36.950:1
20.2	42.2	1.11	0.005	21	4	157.7	157.0	461.0	9.6	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:4-l:36.950:1
25.2	46.2	1.11	0.005	20	4	150.7	150.0	438.0	9.0	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:4-l:36.950:1
11.4	36.4	1.14	0.005	31	4	231.9	232.0	696.0	11.9	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:5-l:36.950:1
12.2	37.2	1.14	0.005	28	4	211.0	211.0	627.0	11.5	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:5-l:36.950:1
13.8	37.8	1.14	0.005	25	4	190.0	190.0	558.0	10.9	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:5-l:36.950:1
18.8	41.8	1.14	0.005	22	4	169.0	169.0	489.0	9.9	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:5-l:36.950:1
23.7	45.7	1.14	0.005	21	4	162.0	162.0	466.0	9.4	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:5-l:36.950:1
10.4	35.4	1.17	0.006	32	4	242.9	244.0	724.0	12.2	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:6-l:36.950:1
11.2	36.2	1.17	0.006	29	4	222.0	223.0	655.0	11.8	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:6-l:36.950:1
12.9	36.9	1.17	0.006	26	4	201.0	202.0	586.0	11.2	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:6-l:36.950:1
17.8	40.8	1.17	0.006	23	4	180.1	181.0	517.0	10.2	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:6-l:36.950:1
22.7	44.7	1.16	0.006	22	4	173.1	174.0	494.0	9.6	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:6-l:36.950:1
9.7	34.7	1.20	0.006	33	4	253.6	256.0	752.0	12.4	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:7-l:36.950:1
10.5	35.5	1.20	0.006	30	4	232.7	235.0	683.0	12.0	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:7-l:36.950:1
12.1	36.1	1.19	0.006	27	4	211.7	214.0	614.0	11.4	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:7-l:36.950:1
17.1	40.1	1.19	0.006	24	4	190.8	193.0	545.0	10.4	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:7-l:36.950:1
22.0	44.0	1.19	0.006	23	4	183.8	186.0	522.0	9.8	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:7-l:36.950:1
9.2	34.2	1.23	0.006	34	4	264.0	268.0	780.0	12.6	TLN	T2RLN3L4X0	t:1:12-t:12:12-l:36.950:8-l:36.950:1
10.0	35.0	1.22	0.006	31	4	243.1	247.0	711.0	12.2	TLN	T2RLN3L4X0	t:1:12-t:12:9-l:36.950:8-l:36.950:1
11.6	35.6	1.22	0.006	28	4	222.1	226.0	642.0	11.6	TLN	T2RLN3L4X0	t:1:12-t:12:6-l:36.950:8-l:36.950:1
16.5	39.5	1.22	0.006	25	4	201.1	205.0	573.0	10.6	TLN	T2RLN3L4X0	t:1:12-t:12:3-l:36.950:8-l:36.950:1
21.5	43.5	1.22	0.006	24	4	194.1	198.0	550.0	10.0	TLN	T2RLN3L4X0	t:1:12-t:12:2-l:36.950:8-l:36.950:1
20.2	43.2	1.06	0.004	28	4	196.8	196.0	612.0	10.6	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.950:2-l:36.950:1
21.1	44.1	1.06	0.004	25	4	175.9	175.0	543.0	10.2	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.950:2-l:36.950:1
22.7	44.7	1.06	0.004	22	4	155.0	154.0	474.0	9.6	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.950:2-l:36.950:1
27.6	48.6	1.06	0.004	19	4	134.0	133.0	405.0	8.6	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.950:2-l:36.950:1
32.6	52.6	1.06	0.004	18	4	127.0	126.0	382.0	8.0	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.950:2-l:36.950:1
15.3	39.3	1.09	0.005	29	4	208.8	208.0	640.0	11.2	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.951:3-l:36.951:1
16.1	40.1	1.09	0.005	26	4	187.9	187.0	571.0	10.8	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.951:3-l:36.951:1
17.8	40.8	1.09	0.005	23	4	167.0	166.0	502.0	10.2	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.951:3-l:36.951:1
22.7	44.7	1.08	0.005	20	4	146.0	145.0	433.0	9.2	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.951:3-l:36.951:1
27.6	48.6	1.08	0.005	19	4	139.0	138.0	410.0	8.6	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.951:3-l:36.951:1
12.9	36.9	1.12	0.005	30	4	220.5	220.0	668.0	11.6	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.952:4-l:36.952:1
13.7	37.7	1.12	0.005	27	4	199.6	199.0	599.0	11.2	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.952:4-l:36.952:1
15.3	38.3	1.11	0.005	24	4	178.7	178.0	530.0	10.6	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.952:4-l:36.952:1
20.2	42.2	1.11	0.005	21	4	157.7	157.0	461.0	9.6	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.952:4-l:36.952:1
25.2	46.2	1.11	0.005	20	4	150.7	150.0	438.0	9.0	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.952:4-l:36.952:1
11.4	36.4	1.14	0.005	31	4	231.9	232.0	696.0	11.9	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.950:5-l:36.950:1
12.2	37.2	1.14	0.005	28	4	211.0	211.0	627.0	11.5	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.950:5-l:36.950:1
13.8	37.8	1.14	0.005	25	4	190.0	190.0	558.0	10.9	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.950:5-l:36.950:1
18.8	41.8	1.14	0.005	22	4	169.0	169.0	489.0	9.9	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.950:5-l:36.950:1
23.7	45.7	1.14	0.005	21	4	162.0	162.0	466.0	9.4	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.950:5-l:36.950:1
10.4	35.4	1.17	0.006	32	4	242.9	244.0	724.0	12.2	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.948:6-l:36.948:1
11.2	36.2	1.17	0.006	29	4	222.0	223.0	655.0	11.8	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.948:6-l:36.948:1
12.9	36.9	1.17	0.006	26	4	201.0	202.0	586.0	11.2	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.948:6-l:36.948:1
17.8	40.8	1.17	0.006	23	4	180.1	181.0	517.0	10.2	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.948:6-l:36.948:1
22.7	44.7	1.16	0.006	22	4	173.1	174.0	494.0	9.6	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.948:6-l:36.948:1
9.7	34.7	1.20	0.006	33	4	253.6	256.0	752.0	12.4	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.953:7-l:36.953:1
10.5	35.5	1.20	0.006	30	4	232.7	235.0	683.0	12.0	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.953:7-l:36.953:1
12.2	36.2	1.19	0.006	27	4	211.7	214.0	614.0	11.4	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.953:7-l:36.953:1
17.1	40.1	1.19	0.006	24	4	190.8	193.0	545.0	10.4	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.953:7-l:36.953:1
22.0	44.0	1.19	0.006	23	4	183.8	186.0	522.0	9.8	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.953:7-l:36.953:1
9.2	34.2	1.23	0.006	34	4	264.0	268.0	780.0	12.6	TLN	T2RLN3L4X1	t:1:12-t:12:12-l:36.952:8-l:36.952:1
10.0	35.0	1.22	0.006	31	4	243.1	247.0	711.0	12.2	TLN	T2RLN3L4X1	t:1:12-t:12:9-l:36.952:8-l:36.952:1
11.6	35.6	1.22	0.006	28	4	222.1	226.0	642.0	11.6	TLN	T2RLN3L4X1	t:1:12-t:12:6-l:36.952:8-l:36.952:1
16.5	39.5	1.22	0.006	25	4	201.1	205.0	573.0	10.6	TLN	T2RLN3L4X1	t:1:12-t:12:3-l:36.952:8-l:36.952:1
21.5	43.5	1.22	0.006	24	4	194.1	198.0	550.0	10.0	TLN	T2RLN3L4X1	t:1:12-t:12:2-l:36.952:8-l:36.952:1
11.6	33.6	1.11	0.005	38	4	300.0	304.0	880.0	13.2	TL	T3RL4	t:1:12-t:12:12-t:12:12-l:113.778:1
14.1	36.1	1.09	0.005	35	4	269.2	271.0	799.0	12.8	TL	T3RL4	t:1:12-t:12:12-t:12:9-l:113.778:1
19.2	40.2	1.06	0.004	32	4	237.6	238.0	718.0	12.2	TL	T3RL4	t:1:12-t:12:12-t:12:6-l:113.778:1
34.3	54.3	1.04	0.004	29	4	205.2	205.0	637.0	11.2	TL	T3RL4	t:1:12-t:12:12-t:12:3-l:113.778:1
49.5	68.5	1.03	0.004	28	4	194.2	194.0	610.0	10.6	TL	T3RL4	t:1:12-t:12:12-t:12:2-l:113.778:1
31.0	52.0	1.10	0.005	10	5	100.7	99.0	227.0	4.8	TL	T1RL5	t:1:5-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
32.2	52.2	1.10	0.005	8	5	94.7	93.0	189.0	4.1	TL	T1RL5	t:1:3-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
33.7	52.7	1.10	0.005	7	5	91.7	90.0	170.0	3.5	TL	T1RL5	t:1:2-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
26.4	48.4	1.10	0.005	11	5	107.8	106.0	250.0	5.8	TLN	T1RLN2L5X0	t:1:5-l:11.314:2-l:11.314:1-l:11.314:1-l:11.314:1
27.6	48.6	1.10	0.005	9	5	101.8	100.0	212.0	5.1	TLN	T1RLN2L5X0	t:1:3-l:11.314:2-l:11.314:1-l:11.314:1-l:11.314:1
29.2	49.2	1.10	0.005	8	5	98.8	97.0	193.0	4.5	TLN	T1RLN2L5X0	t:1:2-l:11.314:2-l:11.314:1-l:11.314:1-l:11.314:1
24.9	47.9	1.10	0.005	12	5	114.8	113.0	273.0	6.4	TLN	T1RLN2L5X0	t:1:5-l:11.314:3-l:11.314:1-l:11.314:1-l:11.314:1
26.1	48.1	1.10	0.005	10	5	108.8	107.0	235.0	5.6	TLN	T1RLN2L5X0	t:1:3-l:11.314:3-l:11.314:1-l:11.314:1-l:11.314:1
27.6	48.6	1.10	0.005	9	5	105.8	104.0	216.0	5.1	TLN	T1RLN2L5X0	t:1:2-l:11.314:3-l:11.314:1-l:11.314:1-l:11.314:1
24.2	47.2	1.10	0.005	13	5	121.8	120.0	296.0	6.8	TLN	T1RLN2L5X0	t:1:5-l:11.314:4-l:11.314:1-l:11.314:1-l:11.314:1
25.4	47.4	1.10	0.005	11	5	115.8	114.0	258.0	6.1	TLN	T1RLN2L5X0	t:1:3-l:11.314:4-l:11.314:1-l:11.314:1-l:11.314:1
26.9	47.9	1.10	0.005	10	5	112.8	111.0	239.0	5.5	TLN	T1RLN2L5X0	t:1:2-l:11.314:4-l:11.314:1-l:11.314:1-l:11.314:1
21.9	44.9	1.11	0.005	12	5	118.9	117.0	277.0	6.8	TLN	T1RLN3L5X0	t:1:5-l:11.314:2-l:11.314:2-l:11.314:1-l:11.314:1
23.1	45.1	1.11	0.005	10	5	112.9	111.0	239.0	6.1	TLN	T1RLN3L5X0	t:1:3-l:11.314:2-l:11.314:2-l:11.314:1-l:11.314:1
24.6	45.6	1.11	0.005	9	5	109.9	108.0	220.0	5.5	TLN	T1RLN3L5X0	t:1:2-l:11.314:2-l:11.314:2-l:11.314:1-l:11.314:1
18.9	43.9	1.11	0.005	14	5	136.9	135.0	327.0	8.0	TLN	T1RLN3L5X0	t:1:5-l:11.314:3-l:11.314:3-l:11.314:1-l:11.314:1
20.1	44.1	1.11	0.005	12	5	130.9	129.0	289.0	7.2	TLN	T1RLN3L5X0	t:1:3-l:11.314:3-l:11.314:3-l:11.314:1-l:11.314:1
21.6	44.6	1.11	0.005	11	5	127.9	126.0	270.0	6.6	TLN	T1RLN3L5X0	t:1:2-l:11.314:3-l:11.314:3-l:11.314:1-l:11.314:1
17.4	42.4	1.12	0.005	16	5	154.8	153.0	377.0	8.8	TLN	T1RLN3L5X0	t:1:5-l:11.314:4-l:11.314:4-l:11.314:1-l:11.314:1
18.6	42.6	1.12	0.005	14	5	148.8	147.0	339.0	8.1	TLN	T1RLN3L5X0	t:1:3-l:11.314:4-l:11.314:4-l:11.314:1-l:11.314:1
20.1	43.1	1.12	0.005	13	5	145.8	144.0	320.0	7.5	TLN	T1RLN3L5X0	t:1:2-l:11.314:4-l:11.314:4-l:11.314:1-l:11.314:1
17.4	41.4	1.19	0.006	13	5	134.5	131.0	307.0	7.8	TLN	T1RLN4L5X0	t:1:5-l:11.314:2-l:11.314:2-l:11.314:2-l:11.314:1
18.6	41.6	1.19	0.006	11	5	128.5	125.0	269.0	7.1	TLN	T1RLN4L5X0	t:1:3-l:11.314:2-l:11.314:2-l:11.314:2-l:11.314:1
20.1	42.1	1.19	0.006	10	5	125.5	122.0	250.0	6.5	TLN	T1RLN4L5X0	t:1:2-l:11.314:2-l:11.314:2-l:11.314:2-l:11.314:1
12.9	39.9	1.29	0.007	16	5	166.2	163.0	387.0	9.5	TLN	T1RLN4L5X0	t:1:5-l:11.314:3-l:11.314:3-l:11.314:3-l:11.314:1
14.1	40.1	1.29	0.007	14	5	160.2	157.0	349.0	8.8	TLN	T1RLN4L5X0	t:1:3-l:11.314:3-l:11.314:3-l:11.314:3-l:11.314:1
15.6	40.6	1.29	0.007	13	5	157.2	154.0	330.0	8.2	TLN	T1RLN4L5X0	t:1:2-l:11.314:3-l:11.314:3-l:11.314:3-l:11.314:1
10.6	37.6	1.39	0.009	19	5	196.7	195.0	467.0	10.8	TLN	T1RLN4L5X0	t:1:5-l:11.314:4-l:11.314:4-l:11.314:4-l:11.314:1
11.8	37.8	1.39	0.009	17	5	190.7	189.0	429.0	10.1	TLN	T1RLN4L5X0	t:1:3-l:11.314:4-l:11.314:4-l:11.314:4-l:11.314:1
13.3	38.3	1.39	0.009	16	5	187.7	186.0	410.0	9.5	TLN	T1RLN4L5X0	t:1:2-l:11.314:4-l:11.314:4-l:11.314:4-l:11.314:1
23.8	45.8	1.14	0.005	11	5	108.6	106.0	250.0	5.8	TLN	T1RLN2L5X1	t:1:5-l:16.000:2-l:16.000:1-l:8.000:1-l:8.000:1
25.5	46.5	1.14	0.005	9	5	102.6	100.0	212.0	5.1	TLN	T1RLN2L5X1	t:1:3-l:16.000:2-l:16.000:1-l:8.000:1-l:8.000:1
27.6	47.6	1.14	0.005	8	5	99.6	97.0	193.0	4.5	TLN	T1RLN2L5X1	t:1:2-l:16.000:2-l:16.000:1-l:8.000:1-l:8.000:1
20.8	43.8	1.18	0.006	12	5	121.2	118.0	278.0	6.4	TLN	T1RLN2L5X1	t:1:5-l:19.596:3-l:19.596:1-l:6.532:1-l:6.532:1
22.9	44.9	1.18	0.006	10	5	115.2	112.0	240.0	5.6	TLN	T1RLN2L5X1	t:1:3-l:19.596:3-l:19.596:1-l:6.532:1-l:6.532:1
25.5	46.5	1.18	0.006	9	5	112.2	109.0	221.0	5.1	TLN	T1RLN2L5X1	t:1:2-l:19.596:3-l:19.596:1-l:6.532:1-l:6.532:1
19.2	42.2	1.21	0.006	13	5	130.8	127.0	303.0	6.8	TLN	T1RLN2L5X1	t:1:5-l:22.628:4-l:22.628:1-l:5.657:1-l:5.657:1
21.6	43.6	1.21	0.006	11	5	124.8	121.0	265.0	6.1	TLN	T1RLN2L5X1	t:1:3-l:22.628:4-l:22.628:1-l:5.657:1-l:5.657:1
24.6	45.6	1.21	0.006	10	5	121.8	118.0	246.0	5.5	TLN	T1RLN2L5X1	t:1:2-l:22.628:4-l:22.628:1-l:5.657:1-l:5.657:1
20.3	43.3	1.17	0.006	12	5	121.1	118.0	278.0	6.8	TLN	T1RLN3L5X1	t:1:5-l:13.454:2-l:13.454:2-l:13.454:1-l:6.727:1
21.7	43.7	1.17	0.006	10	5	115.1	112.0	240.0	6.1	TLN	T1RLN3L5X1	t:1:3-l:13.454:2-l:13.454:2-l:13.454:1-l:6.727:1
23.5	44.5	1.17	0.006	9	5	112.1	109.0	221.0	5.5	TLN	T1RLN3L5X1	t:1:2-l:13.454:2-l:13.454:2-l:13.454:1-l:6.727:1
16.3	41.3	1.25	0.007	14	5	140.2	136.0	328.0	8.0	TLN	T1RLN3L5X1	t:1:5-l:14.889:3-l:14.889:3-l:14.889:1-l:4.963:1
17.9	41.9	1.24	0.007	12	5	134.2	130.0	290.0	7.2	TLN	T1RLN3L5X1	t:1:3-l:14.889:3-l:14.889:3-l:14.889:1-l:4.963:1
19.9	42.9	1.24	0.007	11	5	131.2	127.0	271.0	6.6	TLN	T1RLN3L5X1	t:1:2-l:14.889:3-l:14.889:3-l:14.889:1-l:4.963:1
14.2	39.2	1.32	0.008	16	5	159.0	154.0	378.0	8.8	TLN	T1RLN3L5X1	t:1:5-l:16.000:4-l:16.000:4-l:16.000:1-l:4.000:1
15.9	39.9	1.32	0.008	14	5	153.0	148.0	340.0	8.1	TLN	T1RLN3L5X1	t:1:3-l:16.000:4-l:16.000:4-l:16.000:1-l:4.000:1
18.0	41.0	1.32	0.008	13	5	150.0	145.0	321.0	7.5	TLN	T1RLN3L5X1	t:1:2-l:16.000:4-l:16.000:4-l:16.000:1-l:4.000:1
17.4	41.4	1.19	0.006	13	5	134.5	131.0	307.0	7.8	TLN	T1RLN4L5X1	t:1:5-l:11.314:2-l:11.314:2-l:11.314:2-l:11.314:1
18.6	41.6	1.19	0.006	11	5	128.5	125.0	269.0	7.1	TLN	T1RLN4L5X1	t:1:3-l:11.314:2-l:11.314:2-l:11.314:2-l:11.314:1
20.1	42.1	1.19	0.006	10	5	125.5	122.0	250.0	6.5	TLN	T1RLN4L5X1	t:1:2-l:11.314:2-l:11.314:2-l:11.314:2-l:11.314:1
12.9	39.9	1.29	0.007	16	5	163.3	160.0	384.0	9.5	TLN	T1RLN4L5X1	t:1:5-l:11.313:3-l:11.313:3-l:11.313:3-l:11.313:1
14.1	40.1	1.29	0.007	14	5	157.3	154.0	346.0	8.8	TLN	T1RLN4L5X1	t:1:3-l:11.313:3-l:11.313:3-l:11.313:3-l:11.313:1
15.6	40.6	1.29	0.007	13	5	154.3	151.0	327.0	8.2	TLN	T1RLN4L5X1	t:1:2-l:11.313:3-l:11.313:3-l:11.313:3-l:11.313:1
10.6	37.6	1.39	0.009	19	5	192.7	191.0	463.0	10.8	TLN	T1RLN4L5X1	t:1:5-l:11.312:4-l:11.312:4-l:11.312:4-l:11.312:1
11.8	37.8	1.39	0.009	17	5	186.7	185.0	425.0	10.1	TLN	T1RLN4L5X1	t:1:3-l:11.312:4-l:11.312:4-l:11.312:4-l:11.312:1
13.3	38.3	1.39	0.009	16	5	183.7	182.0	406.0	9.5	TLN	T1RLN4L5X1	t:1:2-l:11.312:4-l:11.312:4-l:11.312:4-l:11.312:1
29.1	50.1	1.07	0.004	14	5	122.3	121.0	313.0	7.1	TL	T2RL5	t:1:5-t:5:5-l:14.853:1-l:14.853:1-l:14.853:1
30.7	50.7	1.07	0.004	12	5	110.3	109.0	269.0	6.4	TL	T2RL5	t:1:5-t:5:3-l:14.853:1-l:14.853:1-l:14.853:1
32.7	51.7	1.07	0.004	11	5	104.3	103.0	247.0	5.8	TL	T2RL5	t:1:5-t:5:2-l:14.853:1-l:14.853:1-l:14.853:1
23.2	45.2	1.08	0.005	15	5	132.4	131.0	339.0	8.1	TLN	T2RLN3L5X0	t:1:5-t:5:5-l:14.853:2-l:14.853:1-l:14.853:1
24.8	45.8	1.08	0.005	13	5	120.4	119.0	295.0	7.4	TLN	T2RLN3L5X0	t:1:5-t:5:3-l:14.853:2-l:14.853:1-l:14.853:1
26.8	46.8	1.08	0.004	12	5	114.4	113.0	273.0	6.8	TLN	T2RLN3L5X0	t:1:5-t:5:2-l:14.853:2-l:14.853:1-l:14.853:1
21.2	44.2	1.08	0.005	16	5	142.4	141.0	365.0	8.7	TLN	T2RLN3L5X0	t:1:5-t:5:5-l:14.853:3-l:14.853:1-l:14.853:1
22.8	44.8	1.08	0.005	14	5	130.4	129.0	321.0	8.0	TLN	T2RLN3L5X0	t:1:5-t:5:3-l:14.853:3-l:14.853:1-l:14.853:1
24.8	45.8	1.08	0.005	13	5	124.4	123.0	299.0	7.4	TLN	T2RLN3L5X0	t:1:5-t:5:2-l:14.853:3-l:14.853:1-l:14.853:1
20.2	43.2	1.09	0.005	17	5	152.4	151.0	391.0	9.1	TLN	T2RLN3L5X0	t:1:5-t:5:5-l:14.853:4-l:14.853:1-l:14.853:1
21.8	43.8	1.09	0.005	15	5	140.4	139.0	347.0	8.4	TLN	T2RLN3L5X0	t:1:5-t:5:3-l:14.853:4-l:14.853:1-l:14.853:1
23.8	44.8	1.09	0.005	14	5	134.4	133.0	325.0	7.8	TLN	T2RLN3L5X0	t:1:5-t:5:2-l:14.853:4-l:14.853:1-l:14.853:1
19.6	43.6	1.09	0.005	18	5	162.3	161.0	417.0	9.4	TLN	T2RLN3L5X0	t:1:5-t:5:5-l:14.853:5-l:14.853:1-l:14.853:1
21.2	44.2	1.09	0.005	16	5	150.3	149.0	373.0	8.7	TLN	T2RLN3L5X0	t:1:5-t:5:3-l:14.853:5-l:14.853:1-l:14.853:1
23.2	45.2	1.09	0.005	15	5	144.3	143.0	351.0	8.1	TLN	T2RLN3L5X0	t:1:5-t:5:2-l:14.853:5-l:14.853:1-l:14.853:1
19.2	43.2	1.10	0.005	19	5	172.2	171.0	443.0	9.7	TLN	T2RLN3L5X0	t:1:5-t:5:5-l:14.853:6-l:14.853:1-l:14.853:1
20.8	43.8	1.10	0.005	17	5	160.2	159.0	399.0	9.0	TLN	T2RLN3L5X0	t:1:5-t:5:3-l:14.853:6-l:14.853:1-l:14.853:1
22.8	44.8	1.10	0.005	16	5	154.2	153.0	377.0	8.4	TLN	T2RLN3L5X0	t:1:5-t:5:2-l:14.853:6-l:14.853:1-l:14.853:1
17.3	40.3	1.15	0.005	16	5	147.6	145.0	369.0	9.1	TLN	T2RLN4L5X0	t:1:5-t:5:5-l:14.853:2-l:14.853:2-l:14.853:1
18.8	40.8	1.14	0.005	14	5	135.6	133.0	325.0	8.4	TLN	T2RLN4L5X0	t:1:5-t:5:3-l:14.853:2-l:14.853:2-l:14.853:1
20.8	41.8	1.14	0.005	13	5	129.6	127.0	303.0	7.8	TLN	T2RLN4L5X0	t:1:5-t:5:2-l:14.853:2-l:14.853:2-l:14.853:1
13.3	38.3	1.22	0.006	18	5	171.4	169.0	425.0	10.3	TLN	T2RLN4L5X0	t:1:5-t:5:5-l:14.853:3-l:14.853:3-l:14.853:1
14.9	38.9	1.22	0.006	16	5	159.4	157.0	381.0	9.5	TLN	T2RLN4L5X0	t:1:5-t:5:3-l:14.853:3-l:14.853:3-l:14.853:1
16.9	39.9	1.22	0.006	15	5	153.4	151.0	359.0	9.0	TLN	T2RLN4L5X0	t:1:5-t:5:2-l:14.853:3-l:14.853:3-l:14.853:1
11.3	36.3	1.29	0.007	20	5	194.2	193.0	481.0	11.1	TLN	T2RLN4L5X0	t:1:5-t:5:5-l:14.853:4-l:14.853:4-l:14.853:1
12.9	36.9	1.29	0.007	18	5	182.2	181.0	437.0	10.4	TLN	T2RLN4L5X0	t:1:5-t:5:3-l:14.853:4-l:14.853:4-l:14.853:1
14.9	37.9	1.29	0.007	17	5	176.2	175.0	415.0	9.8	TLN	T2RLN4L5X0	t:1:5-t:5:2-l:14.853:4-l:14.853:4-l:14.853:1
10.1	37.1	1.36	0.008	22	5	216.1	217.0	537.0	11.8	TLN	T2RLN4L5X0	t:1:5-t:5:5-l:14.853:5-l:14.853:5-l:14.853:1
11.7	37.7	1.36	0.008	20	5	204.1	205.0	493.0	11.0	TLN	T2RLN4L5X0	t:1:5-t:5:3-l:14.853:5-l:14.853:5-l:14.853:1
13.7	38.7	1.36	0.008	19	5	198.1	199.0	471.0	10.4	TLN	T2RLN4L5X0	t:1:5-t:5:2-l:14.853:5-l:14.853:5-l:14.853:1
9.3	36.3	1.43	0.009	24	5	236.9	241.0	593.0	12.3	TLN	T2RLN4L5X0	t:1:5-t:5:5-l:14.853:6-l:14.853:6-l:14.853:1
10.9	36.9	1.43	0.009	22	5	224.9	229.0	549.0	11.5	TLN	T2RLN4L5X0	t:1:5-t:5:3-l:14.853:6-l:14.853:6-l:14.853:1
12.9	37.9	1.43	0.009	21	5	218.9	223.0	527.0	11.0	TLN	T2RLN4L5X0	t:1:5-t:5:2-l:14.853:6-l:14.853:6-l:14.853:1
21.0	43.0	1.12	0.005	15	5	133.1	131.0	339.0	8.1	TLN	T2RLN3L5X1	t:1:5-t:5:5-l:18.714:2-l:18.714:1-l:9.357:1
